,date,time,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,gls,sh,sot,sot%,g/sh,g/sot,dist,fk,pk,pkatt,npxg,npxg/sh,g-xg,np:g-xg,sota,saves,save%,cs,psxg,psxg+/-,pka,pksv,pkm,cmp,att,cmp%,att (gk),thr,launch%,avglen,att,launch%,avglen,opp,stp,stp%,#opa,avgdist,season,team
6,2023-09-30,15:00,Matchweek 7,Sat,Home,L,0.0,4.0,Arsenal,0.6,3.4,43.0,11193.0,Neto,4-2-3-1,Michael Salisbury,Match Report,,0,8,1,12.5,0.0,0.0,14.1,0,0,0,0.6,0.08,-0.6,-0.6,8,4,75.0,0,4.7,0.7,2,0,0,2,8,25.0,23,3,30.4,33.3,4,25.0,31.5,4,1,25.0,1,12.0,2023-2024,Bournemouth
7,2023-10-07,15:00,Matchweek 8,Sat,Away,L,0.0,3.0,Everton,0.7,2.4,52.0,38815.0,Neto,4-2-3-1,David Coote,Match Report,,0,11,3,27.3,0.0,0.0,16.2,0,0,0,0.7,0.06,-0.7,-0.7,8,5,62.5,0,1.6,-1.4,0,0,0,3,14,21.4,37,12,29.7,32.9,11,27.3,32.9,17,0,0.0,3,14.3,2023-2024,Bournemouth
8,2023-10-21,15:00,Matchweek 9,Sat,Home,L,1.0,2.0,Wolves,0.6,2.4,35.0,11175.0,Neto,4-2-3-1,Paul Tierney,Match Report,,1,7,4,57.1,0.14,0.25,17.1,0,0,0,0.6,0.09,0.4,0.4,7,5,71.4,0,1.3,-0.7,0,0,0,6,15,40.0,22,6,36.4,33.7,12,58.3,39.3,21,2,9.5,5,19.0,2023-2024,Bournemouth
9,2023-10-28,15:00,Matchweek 10,Sat,Home,W,2.0,1.0,Burnley,1.1,0.8,45.0,11152.0,Lloyd Kelly,4-2-3-1,Samuel Barrott,Match Report,,2,13,6,46.2,0.15,0.33,19.5,2,0,0,1.1,0.09,0.9,0.9,3,2,66.7,0,0.3,-0.7,0,0,0,4,9,44.4,21,3,33.3,34.8,2,100.0,57.0,7,1,14.3,0,11.0,2023-2024,Bournemouth
10,2023-11-04,15:00,Matchweek 11,Sat,Away,L,1.0,6.0,Manchester City,0.9,1.9,35.0,53358.0,Lloyd Kelly,5-4-1,Craig Pawson,Match Report,,1,5,1,20.0,0.2,1.0,11.4,0,0,0,0.9,0.18,0.1,0.1,8,2,25.0,0,2.6,-3.4,0,0,0,1,6,16.7,36,7,11.1,22.4,9,22.2,23.0,12,1,8.3,0,8.7,2023-2024,Bournemouth
11,2023-11-11,17:30,Matchweek 12,Sat,Home,W,2.0,0.0,Newcastle Utd,2.4,0.5,48.0,11201.0,Neto,4-2-3-1,Chris Kavanagh,Match Report,,2,19,10,52.6,0.11,0.2,14.9,0,0,0,2.4,0.13,-0.4,-0.4,5,5,100.0,1,0.7,0.7,0,0,0,7,21,33.3,29,3,55.2,38.1,5,100.0,64.2,7,0,0.0,1,12.7,2023-2024,Bournemouth
12,2023-11-25,15:00,Matchweek 13,Sat,Away,W,3.0,1.0,Sheffield Utd,2.9,0.8,54.0,30208.0,Neto,4-2-3-1,Andy Madley,Match Report,,3,23,11,47.8,0.13,0.27,15.7,0,0,0,2.9,0.13,0.1,0.1,2,1,50.0,0,0.8,-0.2,0,0,0,9,23,39.1,33,4,57.6,43.2,6,66.7,45.0,11,0,0.0,0,11.5,2023-2024,Bournemouth
13,2023-12-03,14:00,Matchweek 14,Sun,Home,D,2.0,2.0,Aston Villa,2.0,0.7,38.0,11191.0,Neto,4-2-3-1,Thomas Bramall,Match Report,,2,15,7,46.7,0.13,0.29,13.6,0,0,0,2.0,0.13,0.0,0.0,3,1,33.3,0,0.9,-1.1,0,0,0,6,9,66.7,16,1,43.8,38.7,3,66.7,46.7,15,2,13.3,0,4.6,2023-2024,Bournemouth
14,2023-12-06,19:30,Matchweek 15,Wed,Away,W,2.0,0.0,Crystal Palace,1.8,1.0,41.0,25078.0,Neto,4-2-3-1,Craig Pawson,Match Report,,2,11,4,36.4,0.18,0.5,11.5,0,0,0,1.8,0.17,0.2,0.2,3,3,100.0,1,0.5,0.5,0,0,0,4,13,30.8,25,6,40.0,32.6,9,33.3,30.3,13,1,7.7,1,15.0,2023-2024,Bournemouth
15,2023-12-09,15:00,Matchweek 16,Sat,Away,W,3.0,0.0,Manchester Utd,1.5,1.1,32.0,73427.0,Neto,4-2-3-1,Peter Bankes,Match Report,,3,10,4,40.0,0.3,0.75,12.7,0,0,0,1.5,0.15,1.5,1.5,3,3,100.0,1,0.2,0.2,0,0,0,5,23,21.7,28,2,71.4,48.5,7,42.9,41.0,22,4,18.2,0,6.5,2023-2024,Bournemouth
16,2023-12-23,15:00,Matchweek 18,Sat,Away,W,3.0,2.0,Nott'ham Forest,1.6,1.0,66.0,29188.0,Neto,4-2-3-1,Robert Jones,Match Report,,3,18,6,33.3,0.17,0.5,15.9,1,0,0,1.6,0.09,1.4,1.4,4,2,50.0,0,1.3,-0.7,0,0,0,2,3,66.7,21,4,14.3,27.8,1,0.0,21.0,11,0,0.0,3,14.1,2023-2024,Bournemouth
17,2023-12-26,15:00,Matchweek 19,Tue,Home,W,3.0,0.0,Fulham,1.8,0.3,43.0,11099.0,Neto,4-2-3-1,Tim Robinson,Match Report,,3,15,3,20.0,0.13,0.67,18.5,0,1,1,1.0,0.07,1.2,1.0,3,3,100.0,1,0.6,0.6,0,0,0,3,9,33.3,33,9,21.2,27.2,5,40.0,39.8,21,2,9.5,0,9.3,2023-2024,Bournemouth
18,2023-12-31,14:00,Matchweek 20,Sun,Away,L,1.0,3.0,Tottenham,1.7,2.3,50.0,61780.0,Neto,4-2-3-1,Simon Hooper,Match Report,,1,24,4,16.7,0.04,0.25,17.2,1,0,0,1.7,0.07,-0.7,-0.7,6,3,50.0,0,1.9,-1.1,0,0,0,8,16,50.0,24,4,58.3,41.3,5,40.0,39.4,11,0,0.0,3,20.1,2023-2024,Bournemouth
19,2024-01-21,16:30,Matchweek 21,Sun,Home,L,0.0,4.0,Liverpool,1.4,1.5,40.0,11228.0,Neto,4-2-3-1,Andy Madley,Match Report,,0,11,1,9.1,0.0,0.0,19.8,0,0,0,1.4,0.12,-1.4,-1.4,7,3,42.9,0,2.9,-1.1,0,0,0,5,15,33.3,20,6,35.0,31.4,10,80.0,53.1,14,0,0.0,2,22.3,2023-2024,Bournemouth
20,2024-02-01,19:30,Matchweek 22,Thu,Away,D,1.0,1.0,West Ham,1.2,1.4,52.0,,Neto,4-2-3-1,Tim Robinson,Match Report,,1,9,4,44.4,0.11,0.25,17.2,0,0,0,1.2,0.13,-0.2,-0.2,3,2,100.0,0,1.0,0.0,1,0,0,5,18,27.8,35,4,45.7,36.7,8,25.0,28.5,14,0,0.0,0,12.0,2023-2024,Bournemouth
0,2023-08-12,15:00,Matchweek 1,Sat,Away,W,1.0,0.0,Everton,1.5,2.7,58.0,39940.0,Tom Cairney,4-3-3,Stuart Attwell,Match Report,,1,9,2,22.2,0.11,0.5,13.2,0,0,0,1.5,0.17,-0.5,-0.5,9,9,100.0,1,3.3,3.3,0,0,0,3,11,27.3,49,8,20.4,29.0,7,14.3,24.9,16,0,0.0,1,9.5,2023-2024,Fulham
1,2023-08-19,15:00,Matchweek 2,Sat,Home,L,0.0,3.0,Brentford,0.5,3.7,55.0,24236.0,Tim Ream,4-3-3,Darren Bond,Match Report,,0,10,2,20.0,0.0,0.0,22.3,1,0,0,0.5,0.05,-0.5,-0.5,8,5,75.0,0,3.4,0.4,1,0,0,6,19,31.6,51,4,31.4,33.7,7,42.9,35.6,11,2,18.2,1,13.0,2023-2024,Fulham
2,2023-08-26,15:00,Matchweek 3,Sat,Away,D,2.0,2.0,Arsenal,0.6,3.2,29.0,59961.0,Bobby Reid,4-3-3,Paul Tierney,Match Report,,2,8,3,37.5,0.25,0.67,17.8,0,0,0,0.6,0.07,1.4,1.4,10,8,90.0,0,2.0,0.0,1,0,0,10,19,52.6,37,7,37.8,33.8,9,55.6,39.2,27,0,0.0,1,12.5,2023-2024,Fulham
3,2023-09-02,15:00,Matchweek 4,Sat,Away,L,1.0,5.0,Manchester City,1.4,2.2,32.0,52899.0,Tom Cairney,4-3-3,Michael Oliver,Match Report,,1,6,4,66.7,0.17,0.25,11.4,0,0,0,1.4,0.31,-0.4,-0.4,5,0,20.0,0,3.4,-1.6,1,0,0,6,14,42.9,40,4,35.0,32.6,1,0.0,17.0,6,0,0.0,0,10.0,2023-2024,Fulham
4,2023-09-16,15:00,Matchweek 5,Sat,Home,W,1.0,0.0,Luton Town,1.0,1.1,77.0,24467.0,Tim Ream,4-3-3,Michael Salisbury,Match Report,,1,13,2,15.4,0.08,0.5,19.5,2,0,0,1.0,0.07,0.0,0.0,2,2,100.0,1,0.9,0.9,0,0,0,3,8,37.5,19,2,15.8,26.6,6,83.3,57.8,10,0,0.0,0,,2023-2024,Fulham
5,2023-09-23,15:00,Matchweek 6,Sat,Away,D,0.0,0.0,Crystal Palace,0.6,0.3,49.0,25072.0,Tim Ream,4-3-3,Paul Tierney,Match Report,,0,10,5,50.0,0.0,0.0,18.7,1,0,0,0.6,0.06,-0.6,-0.6,3,3,100.0,1,0.7,0.7,0,0,0,1,3,33.3,42,6,7.1,20.4,2,0.0,14.5,11,1,9.1,2,15.6,2023-2024,Fulham
6,2023-10-02,20:00,Matchweek 7,Mon,Home,L,0.0,2.0,Chelsea,1.1,1.7,56.0,24445.0,Tim Ream,4-3-3,Tim Robinson,Match Report,,0,10,3,30.0,0.0,0.0,13.2,0,0,0,1.1,0.11,-1.1,-1.1,4,2,50.0,0,0.8,-1.2,0,0,0,5,5,100.0,57,11,7.0,20.6,6,16.7,20.0,4,1,25.0,1,16.8,2023-2024,Fulham
7,2023-10-07,15:00,Matchweek 8,Sat,Home,W,3.0,1.0,Sheffield Utd,2.2,0.6,60.0,24361.0,Tim Ream,4-3-3,Samuel Barrott,Match Report,,2,20,6,30.0,0.1,0.33,20.2,0,0,0,2.2,0.11,-0.2,-0.2,2,2,50.0,0,0.2,0.2,0,0,0,3,4,75.0,29,4,13.8,29.3,5,0.0,12.0,12,0,0.0,1,17.3,2023-2024,Fulham
8,2023-10-23,20:00,Matchweek 9,Mon,Away,L,0.0,2.0,Tottenham,1.0,1.5,45.0,61286.0,Tim Ream,4-2-3-1,Anthony Taylor,Match Report,,0,10,3,30.0,0.0,0.0,17.6,0,0,0,1.0,0.1,-1.0,-1.0,5,3,60.0,0,1.3,-0.7,0,0,0,6,16,37.5,34,3,38.2,33.9,10,30.0,35.9,8,0,0.0,0,,2023-2024,Fulham
9,2023-10-29,14:00,Matchweek 10,Sun,Away,D,1.0,1.0,Brighton,0.7,1.4,29.0,31550.0,Tim Ream,4-2-3-1,Michael Salisbury,Match Report,,1,10,5,50.0,0.1,0.2,19.3,0,0,0,0.7,0.07,0.3,0.3,6,5,83.3,0,1.2,0.2,0,0,0,6,18,33.3,27,1,51.9,38.4,8,50.0,44.5,9,0,0.0,2,24.0,2023-2024,Fulham
10,2023-11-04,12:30,Matchweek 11,Sat,Home,L,0.0,1.0,Manchester Utd,1.0,0.7,45.0,24415.0,Tim Ream,4-2-3-1,John Brooks,Match Report,,0,18,2,11.1,0.0,0.0,18.6,1,0,0,1.0,0.06,-1.0,-1.0,5,4,80.0,0,1.3,0.3,0,0,0,5,18,27.8,39,2,30.8,32.3,9,66.7,52.0,10,0,0.0,0,11.8,2023-2024,Fulham
11,2023-11-12,14:00,Matchweek 12,Sun,Away,L,1.0,3.0,Aston Villa,0.9,3.0,49.0,41608.0,Tim Ream,4-2-3-1,Simon Hooper,Match Report,,1,9,5,55.6,0.11,0.2,19.5,0,0,0,0.9,0.1,0.1,0.1,6,4,50.0,0,2.1,0.1,0,0,0,0,1,0.0,22,5,4.5,21.2,3,0.0,24.0,5,0,0.0,1,19.5,2023-2024,Fulham
12,2023-11-27,20:00,Matchweek 13,Mon,Home,W,3.0,2.0,Wolves,2.9,1.4,60.0,24366.0,Tom Cairney,4-2-3-1,Michael Salisbury,Match Report,,3,10,4,40.0,0.1,0.25,22.9,0,2,2,1.3,0.13,0.1,-0.3,6,4,83.3,0,1.8,-0.2,1,0,0,1,6,16.7,34,6,8.8,21.3,5,60.0,40.0,4,0,0.0,6,21.4,2023-2024,Fulham
13,2023-12-03,14:00,Matchweek 14,Sun,Away,L,3.0,4.0,Liverpool,1.2,2.1,39.0,50124.0,Tim Ream,4-2-3-1,Stuart Attwell,Match Report,,3,9,5,55.6,0.33,0.6,13.3,0,0,0,1.2,0.13,1.8,1.8,12,9,66.7,0,2.2,-0.8,0,0,0,7,23,30.4,30,5,46.7,38.4,10,90.0,60.4,12,0,0.0,2,21.0,2023-2024,Fulham
14,2023-12-06,19:30,Matchweek 15,Wed,Home,W,5.0,0.0,Nott'ham Forest,2.5,0.3,63.0,24105.0,Tom Cairney,4-2-3-1,Joshua Smith,Match Report,,5,14,6,42.9,0.36,0.83,17.3,1,0,0,2.5,0.18,2.5,2.5,1,1,100.0,1,0.0,0.0,0,0,0,0,3,0.0,43,4,7.0,20.0,4,0.0,15.5,4,0,0.0,5,21.6,2023-2024,Fulham
15,2023-12-10,14:00,Matchweek 16,Sun,Home,W,5.0,0.0,West Ham,2.3,1.3,63.0,23988.0,Tom Cairney,4-2-3-1,Paul Tierney,Match Report,,5,14,8,57.1,0.36,0.63,17.7,0,0,0,2.3,0.17,2.7,2.7,5,5,100.0,1,1.3,1.3,0,0,0,2,5,40.0,47,3,10.6,23.1,6,0.0,8.5,13,0,0.0,0,5.4,2023-2024,Fulham
16,2023-12-16,15:00,Matchweek 17,Sat,Away,L,0.0,3.0,Newcastle Utd,0.3,3.5,30.0,52055.0,Tom Cairney,4-2-3-1,Samuel Barrott,Match Report,,0,6,4,66.7,0.0,0.0,23.1,0,0,0,0.3,0.05,-0.3,-0.3,10,7,70.0,0,3.8,0.8,0,0,0,2,24,8.3,29,5,44.8,35.7,14,78.6,52.2,26,1,3.8,0,10.5,2023-2024,Fulham
17,2023-12-23,15:00,Matchweek 18,Sat,Home,L,0.0,2.0,Burnley,1.3,0.4,66.0,23598.0,Tom Cairney,4-2-3-1,Rebecca Welch,Match Report,,0,19,5,26.3,0.0,0.0,16.3,1,0,0,1.3,0.07,-1.3,-1.3,2,0,0.0,0,0.5,-1.5,0,0,0,1,7,14.3,33,3,15.2,23.3,6,33.3,25.0,13,1,7.7,1,11.0,2023-2024,Fulham
18,2023-12-26,15:00,Matchweek 19,Tue,Away,L,0.0,3.0,Bournemouth,0.3,1.8,57.0,11099.0,Tom Cairney,4-2-3-1,Tim Robinson,Match Report,,0,8,3,37.5,0.0,0.0,21.6,1,0,0,0.3,0.03,-0.3,-0.3,4,1,50.0,0,1.6,-1.4,1,0,0,4,8,50.0,28,2,21.4,25.1,5,40.0,31.6,13,1,7.7,0,3.3,2023-2024,Fulham
19,2023-12-31,14:00,Matchweek 20,Sun,Home,W,2.0,1.0,Arsenal,1.2,1.6,40.0,24444.0,Tom Cairney,4-2-3-1,Joshua Smith,Match Report,,2,15,4,26.7,0.13,0.5,18.2,1,0,0,1.2,0.08,0.8,0.8,3,2,66.7,0,1.1,0.1,0,0,0,7,22,31.8,26,1,50.0,38.0,13,69.2,46.3,15,0,0.0,0,,2023-2024,Fulham
20,2024-01-13,12:30,Matchweek 21,Sat,Away,L,0.0,1.0,Chelsea,0.8,2.2,45.0,39643.0,Tom Cairney,4-2-3-1,Anthony Taylor,Match Report,,0,14,4,28.6,0.0,0.0,22.0,2,0,0,0.8,0.06,-0.8,-0.8,3,2,100.0,0,1.2,0.2,1,0,0,5,12,41.7,37,6,29.7,29.9,8,12.5,12.9,16,2,12.5,0,5.0,2023-2024,Fulham
21,2024-01-30,19:45,Matchweek 22,Tue,Home,D,0.0,0.0,Everton,1.6,1.9,70.0,24376.0,Tom Cairney,4-2-3-1,Thomas Bramall,Match Report,,0,25,5,20.0,0.0,0.0,17.3,0,0,0,1.6,0.07,-1.6,-1.6,2,2,100.0,1,0.1,0.1,0,0,0,0,2,0.0,38,4,5.3,23.4,7,0.0,16.7,14,1,7.1,0,6.0,2023-2024,Fulham
0,2023-08-12,15:00,Matchweek 1,Sat,Away,W,1.0,0.0,Sheffield Utd,1.9,0.5,68.0,31194.0,Joel Ward,4-2-3-1,John Brooks,Match Report,,1,24,8,33.3,0.04,0.13,18.5,1,0,0,1.9,0.08,-0.9,-0.9,1,1,100.0,1,0.0,0.0,0,0,0,6,12,50.0,22,5,45.5,39.5,6,33.3,40.8,11,1,9.1,0,6.0,2023-2024,Crystal Palace
1,2023-08-21,20:00,Matchweek 2,Mon,Home,L,0.0,1.0,Arsenal,1.0,2.0,47.0,24189.0,Joel Ward,4-2-3-1,David Coote,Match Report,,0,14,2,14.3,0.0,0.0,16.4,1,0,0,1.0,0.07,-1.0,-1.0,3,2,100.0,0,1.1,0.1,1,0,0,4,11,36.4,21,5,38.1,33.4,6,50.0,43.7,17,3,17.6,2,12.8,2023-2024,Crystal Palace
2,2023-08-26,15:00,Matchweek 3,Sat,Away,D,1.0,1.0,Brentford,0.8,1.0,40.0,16997.0,Joel Ward,4-2-3-1,Peter Bankes,Match Report,,1,15,5,33.3,0.07,0.2,16.9,1,0,0,0.8,0.05,0.2,0.2,1,0,0.0,0,0.6,-0.4,0,0,0,4,16,25.0,17,2,64.7,40.1,6,83.3,58.0,19,1,5.3,1,13.0,2023-2024,Crystal Palace
3,2023-09-03,14:00,Matchweek 4,Sun,Home,W,3.0,2.0,Wolves,2.1,1.2,43.0,24741.0,Joel Ward,4-3-3,Robert Jones,Match Report,,3,16,10,62.5,0.19,0.3,13.8,1,0,0,2.1,0.13,0.9,0.9,4,2,50.0,0,0.7,-1.3,0,0,0,5,16,31.3,23,4,39.1,32.6,13,53.8,37.5,21,1,4.8,1,15.0,2023-2024,Crystal Palace
4,2023-09-16,15:00,Matchweek 5,Sat,Away,L,1.0,3.0,Aston Villa,1.2,3.0,34.0,40809.0,Joel Ward,4-4-1-1,Darren England,Match Report,,1,6,3,50.0,0.17,0.33,16.1,0,0,0,1.2,0.2,-0.2,-0.2,5,2,60.0,0,2.5,-0.5,1,0,0,6,15,40.0,20,3,65.0,47.0,2,100.0,68.0,19,2,10.5,2,13.8,2023-2024,Crystal Palace
5,2023-09-23,15:00,Matchweek 6,Sat,Home,D,0.0,0.0,Fulham,0.3,0.6,51.0,25072.0,Joel Ward,4-2-3-1,Paul Tierney,Match Report,,0,7,3,42.9,0.0,0.0,18.9,1,0,0,0.3,0.04,-0.3,-0.3,5,5,100.0,1,0.5,0.5,0,0,0,4,14,28.6,26,6,30.8,33.4,6,100.0,62.2,14,0,0.0,0,8.0,2023-2024,Crystal Palace
6,2023-09-30,15:00,Matchweek 7,Sat,Away,W,1.0,0.0,Manchester Utd,0.9,1.3,23.0,73428.0,Joel Ward,4-3-3,Chris Kavanagh,Match Report,,1,8,2,25.0,0.13,0.5,13.5,0,0,0,0.9,0.11,0.1,0.1,3,3,100.0,1,0.3,0.3,0,0,0,6,20,30.0,13,0,76.9,49.4,11,90.9,60.5,24,2,8.3,0,7.0,2023-2024,Crystal Palace
7,2023-10-07,17:30,Matchweek 8,Sat,Home,D,0.0,0.0,Nott'ham Forest,0.8,1.0,52.0,25017.0,Marc Guéhi,4-3-3,Craig Pawson,Match Report,,0,8,2,25.0,0.0,0.0,15.2,0,0,0,0.8,0.1,-0.8,-0.8,5,5,100.0,1,0.8,0.8,0,0,0,4,9,44.4,39,8,23.1,27.6,5,0.0,17.2,15,2,13.3,0,7.2,2023-2024,Crystal Palace
8,2023-10-21,15:00,Matchweek 9,Sat,Away,L,0.0,4.0,Newcastle Utd,1.2,2.4,41.0,52189.0,Joel Ward,4-3-3,Tim Robinson,Match Report,,0,17,3,17.6,0.0,0.0,17.8,1,0,0,1.2,0.07,-1.2,-1.2,7,3,42.9,0,3.0,-1.0,0,0,0,2,10,20.0,12,2,41.7,37.5,5,100.0,58.6,14,1,7.1,0,7.0,2023-2024,Crystal Palace
9,2023-10-27,20:00,Matchweek 10,Fri,Home,L,1.0,2.0,Tottenham,0.6,1.1,25.0,25074.0,Joel Ward,4-2-3-1,Andy Madley,Match Report,,1,13,3,23.1,0.08,0.33,17.2,0,0,0,0.6,0.05,0.4,0.4,1,0,-100.0,0,0.8,-0.2,0,0,0,9,22,40.9,20,2,85.0,51.2,5,100.0,69.8,10,2,20.0,0,4.5,2023-2024,Crystal Palace
10,2023-11-04,15:00,Matchweek 11,Sat,Away,W,2.0,0.0,Burnley,1.3,1.1,33.0,21578.0,Joel Ward,4-2-3-1,Peter Bankes,Match Report,,2,4,3,75.0,0.5,0.67,13.9,0,0,0,1.3,0.33,0.7,0.7,5,5,100.0,1,0.5,0.5,0,0,0,15,29,51.7,22,1,77.3,48.7,13,92.3,59.5,22,0,0.0,0,,2023-2024,Crystal Palace
11,2023-11-11,15:00,Matchweek 12,Sat,Home,L,2.0,3.0,Everton,2.2,1.5,67.0,25103.0,Joel Ward,4-2-3-1,Samuel Barrott,Match Report,,2,12,3,25.0,0.08,0.33,17.9,0,1,1,1.4,0.11,-0.2,-0.4,4,1,25.0,0,1.7,-1.3,0,0,0,1,5,20.0,23,2,21.7,29.8,5,0.0,13.6,15,0,0.0,0,10.5,2023-2024,Crystal Palace
12,2023-11-25,15:00,Matchweek 13,Sat,Away,L,1.0,2.0,Luton Town,1.6,0.9,61.0,11029.0,Joel Ward,4-2-3-1,Jarred Gillett,Match Report,,1,16,8,50.0,0.06,0.13,16.3,1,0,0,1.6,0.1,-0.6,-0.6,3,1,33.3,0,1.5,-0.5,0,0,0,4,14,28.6,19,3,52.6,41.4,4,100.0,64.0,15,1,6.7,0,8.0,2023-2024,Crystal Palace
13,2023-12-03,14:00,Matchweek 14,Sun,Away,D,1.0,1.0,West Ham,0.9,1.1,45.0,62414.0,Joel Ward,4-3-3,Michael Oliver,Match Report,,1,9,2,22.2,0.11,0.5,17.4,1,0,0,0.9,0.1,0.1,0.1,3,2,66.7,0,0.7,-0.3,0,0,0,11,24,45.8,35,6,54.3,39.0,6,83.3,52.8,17,3,17.6,0,3.7,2023-2024,Crystal Palace
14,2023-12-06,19:30,Matchweek 15,Wed,Home,L,0.0,2.0,Bournemouth,1.0,1.8,59.0,25078.0,Joel Ward,4-2-3-1,Craig Pawson,Match Report,,0,16,3,18.8,0.0,0.0,18.9,1,0,0,1.0,0.06,-1.0,-1.0,4,2,50.0,0,1.7,-0.3,0,0,0,6,14,42.9,29,5,41.4,37.4,6,33.3,35.3,16,1,6.3,2,17.3,2023-2024,Crystal Palace
15,2023-12-09,12:30,Matchweek 16,Sat,Home,L,1.0,2.0,Liverpool,1.7,1.2,24.0,25103.0,Joel Ward,4-3-3,Andy Madley,Match Report,,1,7,3,42.9,0.0,0.0,17.4,0,1,1,0.9,0.14,-0.7,-0.9,2,0,0.0,0,0.3,-0.9,0,0,0,3,27,11.1,18,1,88.9,55.9,11,100.0,65.3,16,2,12.5,1,11.0,2023-2024,Crystal Palace
16,2023-12-16,15:00,Matchweek 17,Sat,Away,D,2.0,2.0,Manchester City,1.8,1.6,26.0,53248.0,Joel Ward,5-4-1,Paul Tierney,Match Report,,2,4,1,25.0,0.25,1.0,21.1,1,1,1,1.0,0.26,0.2,0.0,9,7,77.8,0,3.6,1.6,0,0,0,3,15,20.0,24,3,29.2,34.0,8,100.0,67.6,19,0,0.0,2,18.7,2023-2024,Crystal Palace
17,2023-12-21,20:00,Matchweek 18,Thu,Home,D,1.0,1.0,Brighton,1.3,1.2,35.0,24171.0,Marc Guéhi,4-3-3,John Brooks,Match Report,,1,11,3,27.3,0.09,0.33,13.4,0,0,0,1.3,0.12,-0.3,-0.3,6,5,83.3,0,1.0,0.0,0,0,0,6,26,23.1,34,3,41.2,38.4,12,100.0,63.1,12,2,16.7,1,15.1,2023-2024,Crystal Palace
18,2023-12-27,19:30,Matchweek 19,Wed,Away,L,1.0,2.0,Chelsea,1.1,2.6,37.0,39618.0,Marc Guéhi,4-3-3,Michael Salisbury,Match Report,,1,13,5,38.5,0.08,0.2,19.6,2,0,0,1.1,0.09,-0.1,-0.1,3,1,66.7,0,1.9,-0.1,1,0,0,3,6,50.0,22,5,22.7,27.0,4,25.0,31.3,7,0,0.0,0,13.0,2023-2024,Crystal Palace
19,2023-12-30,15:00,Matchweek 20,Sat,Home,W,3.0,1.0,Brentford,1.0,1.4,47.0,25472.0,Marc Guéhi,4-3-3,Robert Jones,Match Report,,3,13,6,46.2,0.23,0.5,16.2,0,0,0,1.0,0.08,2.0,2.0,4,3,75.0,0,1.3,0.3,0,0,0,9,27,33.3,29,3,79.3,51.9,4,100.0,64.8,21,0,0.0,0,9.5,2023-2024,Crystal Palace
20,2024-01-20,12:30,Matchweek 21,Sat,Away,L,0.0,5.0,Arsenal,0.3,3.1,40.0,60284.0,Marc Guéhi,3-4-3,Paul Tierney,Match Report,,0,12,5,41.7,0.0,0.0,24.4,2,0,0,0.3,0.03,-0.3,-0.3,7,2,28.6,0,4.1,-0.9,0,0,0,5,20,25.0,21,1,57.1,41.8,9,88.9,56.4,13,0,0.0,3,23.8,2023-2024,Crystal Palace
21,2024-01-30,20:00,Matchweek 22,Tue,Home,W,3.0,2.0,Sheffield Utd,1.1,0.8,53.0,24781.0,Marc Guéhi,4-3-3,Tony Harrington,Match Report,,3,12,4,33.3,0.25,0.75,17.1,0,0,0,1.1,0.1,1.9,1.9,5,3,60.0,0,0.5,-1.5,0,0,0,5,9,55.6,20,4,40.0,31.6,1,100.0,68.0,4,0,0.0,3,28.0,2023-2024,Crystal Palace
0,2023-08-13,14:00,Matchweek 1,Sun,Home,D,2.0,2.0,Tottenham,2.2,1.3,31.0,17066.0,Christian Nørgaard,5-3-2,Robert Jones,Match Report,,2,10,5,50.0,0.1,0.2,18.0,0,1,1,1.4,0.14,-0.2,-0.4,6,4,66.7,0,1.1,-0.9,0,0,0,6,13,46.2,26,4,26.9,31.5,7,85.7,55.9,20,2,10.0,0,4.5,2023-2024,Brentford
1,2023-08-19,15:00,Matchweek 2,Sat,Away,W,3.0,0.0,Fulham,3.7,0.5,45.0,24236.0,Christian Nørgaard,4-3-3,Darren Bond,Match Report,,3,16,7,43.8,0.13,0.29,13.8,1,1,1,3.1,0.2,-0.7,-1.1,2,2,100.0,1,0.2,0.2,0,0,0,5,13,38.5,48,4,22.9,30.0,5,40.0,39.8,14,0,0.0,0,9.5,2023-2024,Brentford
2,2023-08-26,15:00,Matchweek 3,Sat,Home,D,1.0,1.0,Crystal Palace,1.0,0.8,60.0,16997.0,Christian Nørgaard,4-3-3,Peter Bankes,Match Report,,1,12,1,8.3,0.08,1.0,13.7,0,0,0,1.0,0.08,0.0,0.0,5,4,80.0,0,0.6,-0.4,0,0,0,8,10,80.0,41,5,24.4,30.1,7,0.0,18.1,14,1,7.1,0,4.0,2023-2024,Brentford
3,2023-09-02,15:00,Matchweek 4,Sat,Home,D,2.0,2.0,Bournemouth,2.9,2.1,60.0,16973.0,Christian Nørgaard,4-3-3,Robert Madley,Match Report,,2,21,7,33.3,0.1,0.29,14.7,1,0,0,2.9,0.14,-0.9,-0.9,5,3,60.0,0,2.0,0.0,0,0,0,11,22,50.0,48,3,35.4,30.7,8,62.5,47.3,9,0,0.0,0,9.7,2023-2024,Brentford
